name,gmaps_link,opening_hour,address,opening_day,location,schedule
Pasar Malam Sungai Isap,https://www.google.com/maps/place/Pasar+Malam+Sungai+Isap/data=!4m7!3m6!1s0x31c8b0a982c5324b:0x76c667d1aa1bf1fb!8m2!3d3.7941982!4d103.2783237!16s%2Fg%2F1pzpkw785!19sChIJSzLFgqmwyDER-_EbqtFnxnY?authuser=0&hl=en&rclk=1,4-9 pm,"297, Jalan Sungai Isap 7, Perumahan Sungai Isap Tiga, 25150 Kuantan, Pahang","[""sat""]","{""latitude"": 3.7941982, ""longitude"": 103.2783237, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Sungai+Isap/data=!4m7!3m6!1s0x31c8b0a982c5324b:0x76c667d1aa1bf1fb!8m2!3d3.7941982!4d103.2783237!16s%2Fg%2F1pzpkw785!19sChIJSzLFgqmwyDER-_EbqtFnxnY?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Taman Gelora Kuantan,https://www.google.com/maps/place/Pasar+Malam+Taman+Gelora+Kuantan/data=!4m7!3m6!1s0x31c8babd277e748d:0x8099027c93509d01!8m2!3d3.808326!4d103.3470535!16s%2Fg%2F11c1qmzrjd!19sChIJjXR-J726yDERAZ1Qk3wCmYA?authuser=0&hl=en&rclk=1,4-9 pm,"Jalan Dato Abdullah, Kampung Tanjung Api, 25050 Kuantan, Pahang","[""sun""]","{""latitude"": 3.8083259999999997, ""longitude"": 103.3470535, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Gelora+Kuantan/data=!4m7!3m6!1s0x31c8babd277e748d:0x8099027c93509d01!8m2!3d3.808326!4d103.3470535!16s%2Fg%2F11c1qmzrjd!19sChIJjXR-J726yDERAZ1Qk3wCmYA?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Lanchang,https://www.google.com/maps/place/Pasar+Malam+Lanchang/data=!4m7!3m6!1s0x31cea5f57cca3455:0x58fe5da58331b39a!8m2!3d3.5020467!4d102.1839039!16s%2Fg%2F11hb5sz3wg!19sChIJVTTKfPWlzjERmrMxg6Vd_lg?authuser=0&hl=en&rclk=1,4-10:30 pm,"Jalan Datuk Bahaman, Taman Lanchang Indah, 28500 Lanchang, Pahang","[""fri""]","{""latitude"": 3.5020466999999997, ""longitude"": 102.18390389999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Lanchang/data=!4m7!3m6!1s0x31cea5f57cca3455:0x58fe5da58331b39a!8m2!3d3.5020467!4d102.1839039!16s%2Fg%2F11hb5sz3wg!19sChIJVTTKfPWlzjERmrMxg6Vd_lg?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""16:00"", ""end"": ""22:30""}]}]"
Pasar Malam Sri Jaya,https://www.google.com/maps/place/Pasar+Malam+Sri+Jaya/data=!4m7!3m6!1s0x31c8d5858122fed5:0xc5922881b8ce2130!8m2!3d3.6695262!4d102.8709397!16s%2Fg%2F11rj5hsy76!19sChIJ1f4igYXVyDERMCHOuIEoksU?authuser=0&hl=en&rclk=1,4-9 pm,"Sri Jaya, 26500 Maran, Pahang","[""wed""]","{""latitude"": 3.6695262, ""longitude"": 102.8709397, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Sri+Jaya/data=!4m7!3m6!1s0x31c8d5858122fed5:0xc5922881b8ce2130!8m2!3d3.6695262!4d102.8709397!16s%2Fg%2F11rj5hsy76!19sChIJ1f4igYXVyDERMCHOuIEoksU?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Cenderawasih,https://www.google.com/maps/place/Pasar+Malam+Cenderawasih/data=!4m7!3m6!1s0x31c8b1003fde5841:0xa7bc736e5cddff3c!8m2!3d3.7979808!4d103.300235!16s%2Fg%2F11wwq11bwv!19sChIJQVjePwCxyDERPP_dXG5zvKc?authuser=0&hl=en&rclk=1,,"Lorong Bukit Setongkol 10, Taman Cenderawasih Indah, 25200 Kuantan, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.7979808, ""longitude"": 103.300235, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Cenderawasih/data=!4m7!3m6!1s0x31c8b1003fde5841:0xa7bc736e5cddff3c!8m2!3d3.7979808!4d103.300235!16s%2Fg%2F11wwq11bwv!19sChIJQVjePwCxyDERPP_dXG5zvKc?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Balok Permai,https://www.google.com/maps/place/Pasar+Malam+Balok+Permai/data=!4m7!3m6!1s0x31c8a2c93ea1cfaf:0xc9f3d6684ab6189a!8m2!3d3.9358114!4d103.3662964!16s%2Fg%2F11f3jy8p8p!19sChIJr8-hPsmiyDERmhi2SmjW88k?authuser=0&hl=en&rclk=1,4-10 pm,"Kampung Balok Baru, 26080 Kuantan, Pahang","[""wed""]","{""latitude"": 3.9358114, ""longitude"": 103.3662964, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Balok+Permai/data=!4m7!3m6!1s0x31c8a2c93ea1cfaf:0xc9f3d6684ab6189a!8m2!3d3.9358114!4d103.3662964!16s%2Fg%2F11f3jy8p8p!19sChIJr8-hPsmiyDERmhi2SmjW88k?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:00"", ""end"": ""22:00""}]}]"
Pasar Malam Jengka 8,https://www.google.com/maps/place/Pasar+Malam+Jengka+8/data=!4m7!3m6!1s0x31c939249f00e791:0x595e369ca2bec889!8m2!3d3.8789199!4d102.4937936!16s%2Fg%2F11dxlg1wkn!19sChIJkecAnyQ5yTERici-opw2Xlk?authuser=0&hl=en&rclk=1,3-9 pm,"1521, 27070 Jerantut, Pahang","[""fri""]","{""latitude"": 3.8789198999999996, ""longitude"": 102.49379359999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Jengka+8/data=!4m7!3m6!1s0x31c939249f00e791:0x595e369ca2bec889!8m2!3d3.8789199!4d102.4937936!16s%2Fg%2F11dxlg1wkn!19sChIJkecAnyQ5yTERici-opw2Xlk?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""15:00"", ""end"": ""21:00""}]}]"
Pasar Malam Bukit Koman,https://www.google.com/maps/place/Pasar+Malam+Bukit+Koman/data=!4m7!3m6!1s0x31cbf1d80d9d24b3:0x491c90f930dcba52!8m2!3d3.8114346!4d101.8515192!16s%2Fg%2F11j1kwb3fp!19sChIJsySdDdjxyzERUrrcMPmQHEk?authuser=0&hl=en&rclk=1,,"Jalan Simpang Kallang, Kampung Baru Sungai Lui, 27600 Raub, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.8114345999999997, ""longitude"": 101.8515192, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bukit+Koman/data=!4m7!3m6!1s0x31cbf1d80d9d24b3:0x491c90f930dcba52!8m2!3d3.8114346!4d101.8515192!16s%2Fg%2F11j1kwb3fp!19sChIJsySdDdjxyzERUrrcMPmQHEk?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Simpang Pelangai,https://www.google.com/maps/place/Pasar+Malam+Simpang+Pelangai/data=!4m7!3m6!1s0x31ce850003e4f029:0x27e08ec2451fd451!8m2!3d3.1752529!4d102.1936866!16s%2Fg%2F11wxbzwcyr!19sChIJKfDkAwCFzjERUdQfRcKO4Cc?authuser=0&hl=en&rclk=1,5-10:30 pm,"Simpang Pelangai, 28740 Bentong, Pahang","[""fri""]","{""latitude"": 3.1752529, ""longitude"": 102.19368659999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Simpang+Pelangai/data=!4m7!3m6!1s0x31ce850003e4f029:0x27e08ec2451fd451!8m2!3d3.1752529!4d102.1936866!16s%2Fg%2F11wxbzwcyr!19sChIJKfDkAwCFzjERUdQfRcKO4Cc?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""17:00"", ""end"": ""22:30""}]}]"
Pasar Malam Kemayan,https://www.google.com/maps/place/Pasar+Malam+Kemayan/data=!4m7!3m6!1s0x31ce8c30c4da91d3:0xe897b9f80cf425b1!8m2!3d3.1356592!4d102.3626386!16s%2Fg%2F11hbnwxzf_!19sChIJ05HaxDCMzjERsSX0DPi5l-g?authuser=0&hl=en&rclk=1,6-10 pm,"Kampung Bukit Godam, 28380 Kemayan, Pahang","[""sat""]","{""latitude"": 3.1356591999999996, ""longitude"": 102.3626386, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kemayan/data=!4m7!3m6!1s0x31ce8c30c4da91d3:0xe897b9f80cf425b1!8m2!3d3.1356592!4d102.3626386!16s%2Fg%2F11hbnwxzf_!19sChIJ05HaxDCMzjERsSX0DPi5l-g?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""18:00"", ""end"": ""22:00""}]}]"
Pasar Malam Taman Pandan Perdana (sebelah Tmg Airport),https://www.google.com/maps/place/pasar+malam+taman+pandan+perdana+%28sebelah+TMG+AIRPORT%29/data=!4m7!3m6!1s0x31c8b76a5804ded5:0xb297c227b243f796!8m2!3d3.7744267!4d103.2267839!16s%2Fg%2F11y5j7dwr1!19sChIJ1d4EWGq3yDERlvdDsifCl7I?authuser=0&hl=en&rclk=1,3-10 pm,"Lorong Pandan Perdana 1/26, Taman Pandan Perdana, 25150 Kuantan, Pahang","[""sun""]","{""latitude"": 3.7744267, ""longitude"": 103.2267839, ""gmaps_link"": ""https://www.google.com/maps/place/pasar+malam+taman+pandan+perdana+%28sebelah+TMG+AIRPORT%29/data=!4m7!3m6!1s0x31c8b76a5804ded5:0xb297c227b243f796!8m2!3d3.7744267!4d103.2267839!16s%2Fg%2F11y5j7dwr1!19sChIJ1d4EWGq3yDERlvdDsifCl7I?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""15:00"", ""end"": ""22:00""}]}]"
Pasar Malam Dan Pasar Tani Benta,https://www.google.com/maps/place/Pasar+Malam+Dan+Pasar+Tani+Benta/data=!4m7!3m6!1s0x31cbddcdcc9389eb:0x60c2241b3b474f13!8m2!3d4.0172185!4d101.9667439!16s%2Fg%2F11hbsgwrkl!19sChIJ64mTzM3dyzERE09HOxskwmA?authuser=0&hl=en&rclk=1,4-10 pm,"No.5, Kedai Mdl,pasar Benta Benta, 27300 Kuala Lipis, Pahang","[""sat"", ""sun""]","{""latitude"": 4.0172185, ""longitude"": 101.9667439, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Dan+Pasar+Tani+Benta/data=!4m7!3m6!1s0x31cbddcdcc9389eb:0x60c2241b3b474f13!8m2!3d4.0172185!4d101.9667439!16s%2Fg%2F11hbsgwrkl!19sChIJ64mTzM3dyzERE09HOxskwmA?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""22:00""}]}, {""days"": [""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""11:00""}]}]"
Pasar Malam Triang Lama,https://www.google.com/maps/place/Pasar+Malam+Triang+Lama/data=!4m7!3m6!1s0x31ce93004c059555:0x15e977d95b6139d7!8m2!3d3.2445334!4d102.4127691!16s%2Fg%2F11wfd66cqf!19sChIJVZUFTACTzjER1zlhW9l36RU?authuser=0&hl=en&rclk=1,5 pm-12 am,"Taman Raya, 28300 Teriang, Pahang","[""sat"", ""sun""]","{""latitude"": 3.2445334, ""longitude"": 102.41276909999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Triang+Lama/data=!4m7!3m6!1s0x31ce93004c059555:0x15e977d95b6139d7!8m2!3d3.2445334!4d102.4127691!16s%2Fg%2F11wfd66cqf!19sChIJVZUFTACTzjER1zlhW9l36RU?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat"", ""sun""], ""times"": [{""start"": ""17:00"", ""end"": ""00:00""}]}]"
Tapak Pasar Malam Nenasi,https://www.google.com/maps/place/Tapak+Pasar+Malam+Nenasi/data=!4m7!3m6!1s0x31cf7b54a8feab61:0xbda4a9d0bcc840ef!8m2!3d3.0977253!4d103.4386732!16s%2Fg%2F11l67x1g8h!19sChIJYav-qFR7zzER70DIvNCppL0?authuser=0&hl=en&rclk=1,4 am-9 pm,"3, 26680 Pekan, Pahang","[""wed""]","{""latitude"": 3.0977253, ""longitude"": 103.4386732, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Malam+Nenasi/data=!4m7!3m6!1s0x31cf7b54a8feab61:0xbda4a9d0bcc840ef!8m2!3d3.0977253!4d103.4386732!16s%2Fg%2F11l67x1g8h!19sChIJYav-qFR7zzER70DIvNCppL0?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""04:00"", ""end"": ""21:00""}]}]"
Pasar Malam Indera Mahkota 14,https://www.google.com/maps/place/Pasar+Malam+Indera+Mahkota+14/data=!4m7!3m6!1s0x31c8ba266788423f:0x885bd45c8b309c23!8m2!3d3.830051!4d103.2726367!16s%2Fg%2F11fslrm1x6!19sChIJP0KIZya6yDERI5wwi1zUW4g?authuser=0&hl=en&rclk=1,,"No. 10, Lorong Im 15/16, Bandar Indera Mahkota, 25200 Kuantan, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.8300509999999997, ""longitude"": 103.27263669999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Indera+Mahkota+14/data=!4m7!3m6!1s0x31c8ba266788423f:0x885bd45c8b309c23!8m2!3d3.830051!4d103.2726367!16s%2Fg%2F11fslrm1x6!19sChIJP0KIZya6yDERI5wwi1zUW4g?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Jaya Gading,https://www.google.com/maps/place/Pasar+Malam+Jaya+Gading/data=!4m7!3m6!1s0x31c8b65baab2c7bb:0x1474d859695b6ac6!8m2!3d3.7512705!4d103.2116989!16s%2Fg%2F11gfd6r56h!19sChIJu8eyqlu2yDERxmpbaVnYdBQ?authuser=0&hl=en&rclk=1,5-10 pm,"Jln Jaya Gading Sri Damai, Kampung Seri Damai, 25150 Kuantan, Pahang","[""fri""]","{""latitude"": 3.7512705, ""longitude"": 103.2116989, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Jaya+Gading/data=!4m7!3m6!1s0x31c8b65baab2c7bb:0x1474d859695b6ac6!8m2!3d3.7512705!4d103.2116989!16s%2Fg%2F11gfd6r56h!19sChIJu8eyqlu2yDERxmpbaVnYdBQ?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""17:00"", ""end"": ""22:00""}]}]"
Pasar Malam Indera Sempurna,https://www.google.com/maps/place/Pasar+Malam+Indera+Sempurna/data=!4m7!3m6!1s0x31c8b1e39b73bc51:0x8b7fec9cd8c1306!8m2!3d3.7329623!4d103.2672814!16s%2Fg%2F11sx6h_7l4!19sChIJUbxzm-OxyDERBhOMzcn-twg?authuser=0&hl=en&rclk=1,4-9 pm,"A39, Lorong Is 2, Perkampungan Indera Sempurna, 26060 Kuantan, Pahang","[""tue""]","{""latitude"": 3.7329622999999996, ""longitude"": 103.2672814, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Indera+Sempurna/data=!4m7!3m6!1s0x31c8b1e39b73bc51:0x8b7fec9cd8c1306!8m2!3d3.7329623!4d103.2672814!16s%2Fg%2F11sx6h_7l4!19sChIJUbxzm-OxyDERBhOMzcn-twg?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Bandar Damansara ( Pkppmk ),https://www.google.com/maps/place/Pasar+Malam+Bandar+Damansara+%28+PKPPMK+%29/data=!4m7!3m6!1s0x31c8bd8ee657ff8d:0x1e310b9853cfb87d!8m2!3d3.8949858!4d103.3385533!16s%2Fg%2F11n0clshvy!19sChIJjf9X5o69yDERfbjPU5gLMR4?authuser=0&hl=en&rclk=1,3-7:30 pm,"A7, Lorong Bdk 1/2, Bandar Damansara Kuantan, 26100 Balok, Pahang","[""tue""]","{""latitude"": 3.8949857999999997, ""longitude"": 103.3385533, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bandar+Damansara+%28+PKPPMK+%29/data=!4m7!3m6!1s0x31c8bd8ee657ff8d:0x1e310b9853cfb87d!8m2!3d3.8949858!4d103.3385533!16s%2Fg%2F11n0clshvy!19sChIJjf9X5o69yDERfbjPU5gLMR4?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""15:00"", ""end"": ""19:30""}]}]"
Pasar Malam Sekilau,https://www.google.com/maps/place/Pasar+Malam+Sekilau/data=!4m7!3m6!1s0x31c8bb55701b0529:0x7f6c0f2f4fff169d!8m2!3d3.8274025!4d103.3257074!16s%2Fg%2F11fhthpv9l!19sChIJKQUbcFW7yDERnRb_Ty8PbH8?authuser=0&hl=en&rclk=1,5-9 pm,"30, 48, Taman Sekilau Perdana, 25200 Kuantan, Pahang","[""thu""]","{""latitude"": 3.8274025, ""longitude"": 103.3257074, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Sekilau/data=!4m7!3m6!1s0x31c8bb55701b0529:0x7f6c0f2f4fff169d!8m2!3d3.8274025!4d103.3257074!16s%2Fg%2F11fhthpv9l!19sChIJKQUbcFW7yDERnRb_Ty8PbH8?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Temerloh Night Market,https://www.google.com/maps/place/Temerloh+Night+Market/data=!4m7!3m6!1s0x31ceb9e94b7061ad:0x5734642661af9225!8m2!3d3.450225!4d102.4206867!16s%2Fg%2F11tfhk5s6c!19sChIJrWFwS-m5zjERJZKvYSZkNFc?authuser=0&hl=en&rclk=1,6 pm-1 am,"13, Jalan Semantan 1, Taman Kenangan, 28000 Temerloh, Pahang","[""sat""]","{""latitude"": 3.4502249999999997, ""longitude"": 102.42068669999999, ""gmaps_link"": ""https://www.google.com/maps/place/Temerloh+Night+Market/data=!4m7!3m6!1s0x31ceb9e94b7061ad:0x5734642661af9225!8m2!3d3.450225!4d102.4206867!16s%2Fg%2F11tfhk5s6c!19sChIJrWFwS-m5zjERJZKvYSZkNFc?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""18:00"", ""end"": ""01:00""}]}]"
Karak Night Market,https://www.google.com/maps/place/Karak+Night+Market/data=!4m7!3m6!1s0x31cc1d0fadbe4b2d:0x8a301d0da42d1ed4!8m2!3d3.4266223!4d102.0189337!16s%2Fg%2F11rhdvg4nt!19sChIJLUu-rQ8dzDER1B4tpA0dMIo?authuser=0&hl=en&rclk=1,,"Jalan Bayu 1, Taman Berlian, 28600 Karak, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.4266223, ""longitude"": 102.01893369999999, ""gmaps_link"": ""https://www.google.com/maps/place/Karak+Night+Market/data=!4m7!3m6!1s0x31cc1d0fadbe4b2d:0x8a301d0da42d1ed4!8m2!3d3.4266223!4d102.0189337!16s%2Fg%2F11rhdvg4nt!19sChIJLUu-rQ8dzDER1B4tpA0dMIo?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Bukit Rangin,https://www.google.com/maps/place/Pasar+Malam+Bukit+Rangin/data=!4m7!3m6!1s0x31c8b76823d7873b:0xb95f89c8d9081f9e!8m2!3d3.7995331!4d103.2648969!16s%2Fg%2F11ff541nh0!19sChIJO4fXI2i3yDERnh8I2ciJX7k?authuser=0&hl=en&rclk=1,4:30-9:30 pm,"Taman Bukit Rangin, 25150 Kuantan, Pahang","[""wed""]","{""latitude"": 3.7995330999999997, ""longitude"": 103.2648969, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Bukit+Rangin/data=!4m7!3m6!1s0x31c8b76823d7873b:0xb95f89c8d9081f9e!8m2!3d3.7995331!4d103.2648969!16s%2Fg%2F11ff541nh0!19sChIJO4fXI2i3yDERnh8I2ciJX7k?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:30"", ""end"": ""21:30""}]}]"
Pasar Malam Kerayong,https://www.google.com/maps/place/Pasar+Malam+Kerayong/data=!4m7!3m6!1s0x31ceeb00358bcc29:0x6a999e9da1725e45!8m2!3d3.2705265!4d102.4548932!16s%2Fg%2F11w22b3lq7!19sChIJKcyLNQDrzjERRV5yoZ2emWo?authuser=0&hl=en&rclk=1,5-7 pm,"18-13, Jalan Kerayong 1, Bandar Baru Kerayong, 28200 Bandar Bera, Pahang","[""thu""]","{""latitude"": 3.2705265, ""longitude"": 102.4548932, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kerayong/data=!4m7!3m6!1s0x31ceeb00358bcc29:0x6a999e9da1725e45!8m2!3d3.2705265!4d102.4548932!16s%2Fg%2F11w22b3lq7!19sChIJKcyLNQDrzjERRV5yoZ2emWo?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""17:00"", ""end"": ""19:00""}]}]"
Pasar Malam Kempadang Perdana,https://www.google.com/maps/place/Pasar+Malam+Kempadang+Perdana/data=!4m7!3m6!1s0x31c8b103f355bcf1:0xb9c1739819609227!8m2!3d3.7353996!4d103.3171889!16s%2Fg%2F11trk75dcz!19sChIJ8bxV8wOxyDERJ5JgGZhzwbk?authuser=0&hl=en&rclk=1,4-7:30 pm,"Lorong Kempadang Perdana 47, Kampung Rhu Bongkok, 26060 Kuantan, Pahang","[""thu""]","{""latitude"": 3.7353996, ""longitude"": 103.31718889999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Kempadang+Perdana/data=!4m7!3m6!1s0x31c8b103f355bcf1:0xb9c1739819609227!8m2!3d3.7353996!4d103.3171889!16s%2Fg%2F11trk75dcz!19sChIJ8bxV8wOxyDERJ5JgGZhzwbk?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""16:00"", ""end"": ""19:30""}]}]"
Pekan Sehari Temerloh,https://www.google.com/maps/place/Pekan+Sehari+Temerloh/data=!4m7!3m6!1s0x31ceb88ef2ca1c29:0x9eeda87f1f7b4d50!8m2!3d3.4497485!4d102.4228227!16s%2Fg%2F11cl__27zp!19sChIJKRzK8o64zjERUE17H3-o7Z4?authuser=0&hl=en&rclk=1,9 am-6 pm,"Jalan Ibrahim, Taman Kenangan, 28000 Temerloh, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.4497484999999997, ""longitude"": 102.4228227, ""gmaps_link"": ""https://www.google.com/maps/place/Pekan+Sehari+Temerloh/data=!4m7!3m6!1s0x31ceb88ef2ca1c29:0x9eeda87f1f7b4d50!8m2!3d3.4497485!4d102.4228227!16s%2Fg%2F11cl__27zp!19sChIJKRzK8o64zjERUE17H3-o7Z4?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat""], ""times"": [{""start"": ""09:00"", ""end"": ""18:00""}]}, {""days"": [""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""13:00""}]}]"
Pasar Malam Taman Impianku,https://www.google.com/maps/place/PASAR+MALAM+TAMAN+IMPIANKU/data=!4m7!3m6!1s0x31c8b911ab59903b:0x3f19f9cc86611073!8m2!3d3.8634954!4d103.2494918!16s%2Fg%2F11rgcjngnv!19sChIJO5BZqxG5yDERcxBhhsz5GT8?authuser=0&hl=en&rclk=1,,"Lorong Kampung Padang 13, Perumahan Padang Maju, 25200 Kuantan, Pahang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 3.8634953999999997, ""longitude"": 103.2494918, ""gmaps_link"": ""https://www.google.com/maps/place/PASAR+MALAM+TAMAN+IMPIANKU/data=!4m7!3m6!1s0x31c8b911ab59903b:0x3f19f9cc86611073!8m2!3d3.8634954!4d103.2494918!16s%2Fg%2F11rgcjngnv!19sChIJO5BZqxG5yDERcxBhhsz5GT8?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Inderapura,https://www.google.com/maps/place/Pasar+Malam+Inderapura/data=!4m7!3m6!1s0x31c8b7dcdc084767:0xff2d27d154f167a5!8m2!3d3.7506644!4d103.261589!16s%2Fg%2F11s7t2gvcm!19sChIJZ0cI3Ny3yDERpWfxVNEnLf8?authuser=0&hl=en&rclk=1,4-9 pm,"Taman Seri Inderapura, 25150 Kuantan, Pahang","[""thu""]","{""latitude"": 3.7506644, ""longitude"": 103.261589, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Inderapura/data=!4m7!3m6!1s0x31c8b7dcdc084767:0xff2d27d154f167a5!8m2!3d3.7506644!4d103.261589!16s%2Fg%2F11s7t2gvcm!19sChIJZ0cI3Ny3yDERpWfxVNEnLf8?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
Pasar Malam Jengka 19,https://www.google.com/maps/place/Pasar+Malam+Jengka+19/data=!4m7!3m6!1s0x31cec9c22e5991e3:0xbf8d3e50d487c514!8m2!3d3.5662016!4d102.5089374!16s%2Fg%2F11tn_bdm5_!19sChIJ45FZLsLJzjERFMWH1FA-jb8?authuser=0&hl=en&rclk=1,Open 24 hours,"83, Felda Siantan Jengka 19, 26400 Bandar Tun Razak, Pahang","[""mon""]","{""latitude"": 3.5662016, ""longitude"": 102.5089374, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Jengka+19/data=!4m7!3m6!1s0x31cec9c22e5991e3:0xbf8d3e50d487c514!8m2!3d3.5662016!4d102.5089374!16s%2Fg%2F11tn_bdm5_!19sChIJ45FZLsLJzjERFMWH1FA-jb8?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Pasar Malam Tanjung Pasir,https://www.google.com/maps/place/Pasar+Malam+Tanjung+pasir/data=!4m7!3m6!1s0x31c8b93f9e72d987:0x6bc8d8fb78f6af06!8m2!3d3.8644231!4d103.2417532!16s%2Fg%2F11fy94hl0f!19sChIJh9lynj-5yDERBq_2ePvYyGs?authuser=0&hl=en&rclk=1,4-7:30 pm,"Kampung Padang Perdana, 26050 Kuantan, Pahang","[""sun""]","{""latitude"": 3.8644230999999998, ""longitude"": 103.24175319999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Tanjung+pasir/data=!4m7!3m6!1s0x31c8b93f9e72d987:0x6bc8d8fb78f6af06!8m2!3d3.8644231!4d103.2417532!16s%2Fg%2F11fy94hl0f!19sChIJh9lynj-5yDERBq_2ePvYyGs?authuser=0&hl=en&rclk=1""}","[{""days"": [""sun""], ""times"": [{""start"": ""16:00"", ""end"": ""19:30""}]}]"
