name,gmaps_link,opening_hour,address,opening_day,location,schedule
"Pasar Malam Penanti,hari Isnin","https://www.google.com/maps/place/Pasar+Malam+Penanti,Hari+Isnin/data=!4m7!3m6!1s0x304acf3fa149fe97:0x4c34cc84facbe12f!8m2!3d5.4069202!4d100.4637939!16s%2Fg%2F1pzrm44tv!19sChIJl_5JoT_PSjARL-HL-oTMNEw?authuser=0&hl=en&rclk=1",Open 24 hours,"Jalan Penanti 1, Taman Penanti, 14400 Kubang Semang, Pulau Pinang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri""]","{""latitude"": 5.4069202, ""longitude"": 100.4637939, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Penanti,Hari+Isnin/data=!4m7!3m6!1s0x304acf3fa149fe97:0x4c34cc84facbe12f!8m2!3d5.4069202!4d100.4637939!16s%2Fg%2F1pzrm44tv!19sChIJl_5JoT_PSjARL-HL-oTMNEw?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri""], ""times"": [{""start"": ""00:00"", ""end"": ""23:59"", ""note"": ""Open 24 hours""}]}]"
Pasar Malam Jalan Mohd Saad,https://www.google.com/maps/place/Pasar+Malam+Jalan+Mohd+Saad/data=!4m7!3m6!1s0x304ac58ef905303f:0x4732c3c4984130bf!8m2!3d5.4282222!4d100.3799849!16s%2Fg%2F11gw2qr10r!19sChIJPzAF-Y7FSjARvzBBmMTDMkc?authuser=0&hl=en&rclk=1,6-10 pm,"Jalan Mohd Saad, Kampung Bagan Jermal, 12300 Butterworth, Pulau Pinang","[""wed""]","{""latitude"": 5.4282221999999996, ""longitude"": 100.3799849, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Jalan+Mohd+Saad/data=!4m7!3m6!1s0x304ac58ef905303f:0x4732c3c4984130bf!8m2!3d5.4282222!4d100.3799849!16s%2Fg%2F11gw2qr10r!19sChIJPzAF-Y7FSjARvzBBmMTDMkc?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""18:00"", ""end"": ""22:00""}]}]"
Taman Sri Aman Night Market,https://www.google.com/maps/place/Taman+Sri+Aman+Night+Market/data=!4m7!3m6!1s0x304b59ce35057495:0x8e084e3e6843a9a!8m2!3d6.2531636!4d100.4271499!16s%2Fg%2F11c2jst6x2!19sChIJlXQFNc5ZSzARmjqE5uOE4Ag?authuser=0&hl=en&rclk=1,4-10:30 pm,"Jalan Ilmu, Kampung Pantai Halban, 06000 Jitra, Kedah","[""sat""]","{""latitude"": 6.2531636, ""longitude"": 100.42714989999999, ""gmaps_link"": ""https://www.google.com/maps/place/Taman+Sri+Aman+Night+Market/data=!4m7!3m6!1s0x304b59ce35057495:0x8e084e3e6843a9a!8m2!3d6.2531636!4d100.4271499!16s%2Fg%2F11c2jst6x2!19sChIJlXQFNc5ZSzARmjqE5uOE4Ag?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""22:30""}]}]"
Pasar Malam Jalan Pauh Indah 1 (polytech Perai - Sabtu),https://www.google.com/maps/place/Pasar+Malam+Jalan+Pauh+Indah+1+%28PolyTech+Perai+-+Sabtu%29/data=!4m7!3m6!1s0x304ac612e4bfbf0f:0x63df6419eaef0cef!8m2!3d5.3759422!4d100.4177789!16s%2Fg%2F1pzrjf4pq!19sChIJD7-_5BLGSjAR7wzv6hlk32M?authuser=0&hl=en&rclk=1,4-9:30 pm,"Jalan Pauh Indah 1, Taman Pauh Indah, 13500 Permatang Pauh, Pulau Pinang","[""sat""]","{""latitude"": 5.3759422, ""longitude"": 100.4177789, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Jalan+Pauh+Indah+1+%28PolyTech+Perai+-+Sabtu%29/data=!4m7!3m6!1s0x304ac612e4bfbf0f:0x63df6419eaef0cef!8m2!3d5.3759422!4d100.4177789!16s%2Fg%2F1pzrjf4pq!19sChIJD7-_5BLGSjAR7wzv6hlk32M?authuser=0&hl=en&rclk=1""}","[{""days"": [""sat""], ""times"": [{""start"": ""16:00"", ""end"": ""21:30""}]}]"
Pasar Malam Taman Bersatu,https://www.google.com/maps/place/pasar+malam+taman+bersatu/data=!4m7!3m6!1s0x304b43000c457b75:0xd42e09ba30f72830!8m2!3d6.0835195!4d100.3069939!16s%2Fg%2F11xrn4sbc7!19sChIJdXtFDABDSzARMCj3MLoJLtQ?authuser=0&hl=en&rclk=1,,"Taman Bersatu, 06600 Kuala Kedah, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 6.0835194999999995, ""longitude"": 100.3069939, ""gmaps_link"": ""https://www.google.com/maps/place/pasar+malam+taman+bersatu/data=!4m7!3m6!1s0x304b43000c457b75:0xd42e09ba30f72830!8m2!3d6.0835195!4d100.3069939!16s%2Fg%2F11xrn4sbc7!19sChIJdXtFDABDSzARMCj3MLoJLtQ?authuser=0&hl=en&rclk=1""}",[]
Tapak Pasar Pagi Padang Serai,https://www.google.com/maps/place/Tapak+Pasar+Pagi+Padang+Serai/data=!4m7!3m6!1s0x304ad3b5f2157e51:0xe1de9c31a51a82a2!8m2!3d5.5136841!4d100.5527301!16s%2Fg%2F11g86n0248!19sChIJUX4V8rXTSjARooIapTGc3uE?authuser=0&hl=en&rclk=1,,"219, K112, Padang Serai, 09400 Padang Serai, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.5136841, ""longitude"": 100.55273009999999, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Pagi+Padang+Serai/data=!4m7!3m6!1s0x304ad3b5f2157e51:0xe1de9c31a51a82a2!8m2!3d5.5136841!4d100.5527301!16s%2Fg%2F11g86n0248!19sChIJUX4V8rXTSjARooIapTGc3uE?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Seberang Jaya,https://www.google.com/maps/place/Pasar+Malam+Seberang+Jaya/data=!4m7!3m6!1s0x304ac5d698be05c7:0x7de1fa13363ab517!8m2!3d5.3935568!4d100.4011275!16s%2Fg%2F1pzxnsh0c!19sChIJxwW-mNbFSjARF7U6NhP64X0?authuser=0&hl=en&rclk=1,,"Lorong Tenggiri 23, Seberang Jaya, 13700 Perai, Pulau Pinang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3935568, ""longitude"": 100.4011275, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Seberang+Jaya/data=!4m7!3m6!1s0x304ac5d698be05c7:0x7de1fa13363ab517!8m2!3d5.3935568!4d100.4011275!16s%2Fg%2F1pzxnsh0c!19sChIJxwW-mNbFSjARF7U6NhP64X0?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Taman Tun Sardon,https://www.google.com/maps/place/Pasar+Malam+Taman+Tun+Sardon/data=!4m7!3m6!1s0x304ac10ab0c3eb8d:0x5698e9d00f05b945!8m2!3d5.3687848!4d100.3055298!16s%2Fg%2F11cplk0tjg!19sChIJjevDsArBSjARRbkFD9DpmFY?authuser=0&hl=en&rclk=1,5-9 pm,"363, Hilir Pemancar, Taman Tun Sardon, 11700 Gelugor, Pulau Pinang","[""wed""]","{""latitude"": 5.368784799999999, ""longitude"": 100.3055298, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Tun+Sardon/data=!4m7!3m6!1s0x304ac10ab0c3eb8d:0x5698e9d00f05b945!8m2!3d5.3687848!4d100.3055298!16s%2Fg%2F11cplk0tjg!19sChIJjevDsArBSjARRbkFD9DpmFY?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}]"
Pasar Malam Desa Mawar,https://www.google.com/maps/place/Pasar+Malam+Desa+Mawar/data=!4m7!3m6!1s0x304ac224ca340385:0x40e304579e2bd3f8!8m2!3d5.400589!4d100.2901824!16s%2Fg%2F11hczkwxln!19sChIJhQM0yiTCSjAR-NMrnlcE40A?authuser=0&hl=en&rclk=1,5:30-10 pm,"Kampung Melayu, 11500 Air Itam, Penang","[""thu""]","{""latitude"": 5.400589, ""longitude"": 100.29018239999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Desa+Mawar/data=!4m7!3m6!1s0x304ac224ca340385:0x40e304579e2bd3f8!8m2!3d5.400589!4d100.2901824!16s%2Fg%2F11hczkwxln!19sChIJhQM0yiTCSjAR-NMrnlcE40A?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""17:30"", ""end"": ""22:00""}]}]"
Pasar Malam Sungai Yan,https://www.google.com/maps/place/Pasar+Malam+Sungai+Yan/data=!4m7!3m6!1s0x304b3b006e2af53b:0xf3fe959210cf1bc5!8m2!3d5.8244076!4d100.3858036!16s%2Fg%2F11vq15l02y!19sChIJO_UqbgA7SzARxRvPEJKV_vM?authuser=0&hl=en&rclk=1,4-9 pm,"Yan Kechil, 06900 Yan, Kedah","[""thu""]","{""latitude"": 5.8244076, ""longitude"": 100.38580359999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Sungai+Yan/data=!4m7!3m6!1s0x304b3b006e2af53b:0xf3fe959210cf1bc5!8m2!3d5.8244076!4d100.3858036!16s%2Fg%2F11vq15l02y!19sChIJO_UqbgA7SzARxRvPEJKV_vM?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""16:00"", ""end"": ""21:00""}]}]"
"Pasar Minggu @ Nat Sabtu & Isnin, Pasar Malam Selasa, Sungai Korok","https://www.google.com/maps/place/Pasar+Minggu+@+Nat+Sabtu+%26+Isnin,+Pasar+Malam+Selasa,+Sungai+Korok/data=!4m7!3m6!1s0x304b5fffdbd56d11:0x442f34f31b66a7da!8m2!3d6.2339756!4d100.3234527!16s%2Fg%2F11h331v25h!19sChIJEW3V2_9fSzAR2qdmG_M0L0Q?authuser=0&hl=en&rclk=1",7 am-12 pm,"Pusat Pertumbuhan Desa Sungai Korok, 06150 Ayer Hitam, Kedah","[""mon"", ""tue"", ""sat""]","{""latitude"": 6.2339756, ""longitude"": 100.32345269999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Minggu+@+Nat+Sabtu+%26+Isnin,+Pasar+Malam+Selasa,+Sungai+Korok/data=!4m7!3m6!1s0x304b5fffdbd56d11:0x442f34f31b66a7da!8m2!3d6.2339756!4d100.3234527!16s%2Fg%2F11h331v25h!19sChIJEW3V2_9fSzAR2qdmG_M0L0Q?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon""], ""times"": [{""start"": ""07:00"", ""end"": ""12:00""}]}, {""days"": [""tue""], ""times"": [{""start"": ""17:00"", ""end"": ""21:00""}]}, {""days"": [""sat""], ""times"": [{""start"": ""19:00"", ""end"": ""00:00""}]}]"
Pasar Malam Machang Bubok,https://www.google.com/maps/place/Pasar+Malam+Machang+Bubok/data=!4m7!3m6!1s0x304ac972e8027a5b:0x573ec4b49605ec!8m2!3d5.3416678!4d100.5033617!16s%2Fg%2F11tg9ct3js!19sChIJW3oC6HLJSjAR7AWWtMQ-VwA?authuser=0&hl=en&rclk=1,,"Jalan Machang Bubok 1, Taman Machang Bubok, 14000 Bukit Mertajam, Pulau Pinang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3416678, ""longitude"": 100.5033617, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Machang+Bubok/data=!4m7!3m6!1s0x304ac972e8027a5b:0x573ec4b49605ec!8m2!3d5.3416678!4d100.5033617!16s%2Fg%2F11tg9ct3js!19sChIJW3oC6HLJSjAR7AWWtMQ-VwA?authuser=0&hl=en&rclk=1""}",[]
Night Market Site,https://www.google.com/maps/place/Night+Market+Site/data=!4m7!3m6!1s0x304ae88a392d54b9:0xb661230893bbf2e0!8m2!3d5.3524646!4d100.2403717!16s%2Fg%2F11b7y86k8q!19sChIJuVQtOYroSjAR4PK7kwgjYbY?authuser=0&hl=en&rclk=1,,"Pasar Awam, Lintang Bukit Penara 1, 11000 Balik Pulau, Pulau Pinang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.352464599999999, ""longitude"": 100.2403717, ""gmaps_link"": ""https://www.google.com/maps/place/Night+Market+Site/data=!4m7!3m6!1s0x304ae88a392d54b9:0xb661230893bbf2e0!8m2!3d5.3524646!4d100.2403717!16s%2Fg%2F11b7y86k8q!19sChIJuVQtOYroSjAR4PK7kwgjYbY?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Pekan Rabu,https://www.google.com/maps/place/PASAR+MALAM+PEKAN+RABU/data=!4m7!3m6!1s0x304b450079ff193d:0x7c42db59ba1d038e!8m2!3d6.1171809!4d100.3678446!16s%2Fg%2F11xzs9q2qt!19sChIJPRn_eQBFSzARjgMdulnbQnw?authuser=0&hl=en&rclk=1,4-11 pm,"Bandar Alor Setar, 05000 Alor Setar, Kedah","[""wed""]","{""latitude"": 6.1171809, ""longitude"": 100.3678446, ""gmaps_link"": ""https://www.google.com/maps/place/PASAR+MALAM+PEKAN+RABU/data=!4m7!3m6!1s0x304b450079ff193d:0x7c42db59ba1d038e!8m2!3d6.1171809!4d100.3678446!16s%2Fg%2F11xzs9q2qt!19sChIJPRn_eQBFSzARjgMdulnbQnw?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:00"", ""end"": ""23:00""}]}]"
Pokok Tampang Night Market,https://www.google.com/maps/place/Pokok+Tampang+Night+Market/data=!4m7!3m6!1s0x304ad1a9a09fa915:0x16330276d48ca527!8m2!3d5.4830847!4d100.491402!16s%2Fg%2F11fjvx5vtb!19sChIJFamfoKnRSjARJ6WM1HYCMxY?authuser=0&hl=en&rclk=1,5-11 pm,"2203, Jalan Gelugor, 13300 Tasek Gelugor, Pulau Pinang","[""thu""]","{""latitude"": 5.4830847, ""longitude"": 100.491402, ""gmaps_link"": ""https://www.google.com/maps/place/Pokok+Tampang+Night+Market/data=!4m7!3m6!1s0x304ad1a9a09fa915:0x16330276d48ca527!8m2!3d5.4830847!4d100.491402!16s%2Fg%2F11fjvx5vtb!19sChIJFamfoKnRSjARJ6WM1HYCMxY?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""17:00"", ""end"": ""23:00""}]}]"
Pasar Malam Lebuh Keng Kwee,https://www.google.com/maps/place/Pasar+Malam+Lebuh+Keng+Kwee/data=!4m7!3m6!1s0x304ac37920ab56eb:0xdc21f31c226e8113!8m2!3d5.4170632!4d100.3308414!16s%2Fg%2F11tg56kc8m!19sChIJ61arIHnDSjARE4FuIhzzIdw?authuser=0&hl=en&rclk=1,,"20-2, Lebuh Keng Kwee, George Town, 10100 George Town, Pulau Pinang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.417063199999999, ""longitude"": 100.3308414, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Lebuh+Keng+Kwee/data=!4m7!3m6!1s0x304ac37920ab56eb:0xdc21f31c226e8113!8m2!3d5.4170632!4d100.3308414!16s%2Fg%2F11tg56kc8m!19sChIJ61arIHnDSjARE4FuIhzzIdw?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Penaga,https://www.google.com/maps/place/Pasar+Malam+Penaga/data=!4m7!3m6!1s0x304adbb861afdd95:0x28317b4d7404fd26!8m2!3d5.5323357!4d100.3800582!16s%2Fg%2F11fzfdt2n5!19sChIJld2vYbjbSjARJv0EdE17MSg?authuser=0&hl=en&rclk=1,6-10 pm,"Unnamed Road, Kampung Baru, 13100 Penaga, Penang","[""tue""]","{""latitude"": 5.5323357, ""longitude"": 100.3800582, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Penaga/data=!4m7!3m6!1s0x304adbb861afdd95:0x28317b4d7404fd26!8m2!3d5.5323357!4d100.3800582!16s%2Fg%2F11fzfdt2n5!19sChIJld2vYbjbSjARJv0EdE17MSg?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""18:00"", ""end"": ""22:00""}]}]"
Pekan Nat * Pasar Pagi * Gunung Keriang,https://www.google.com/maps/place/Pekan+Nat+%E2%80%A2+Pasar+Pagi+%E2%80%A2+Gunung+Keriang/data=!4m7!3m6!1s0x304b5c657d1b61d1:0xdf3fea3076a27e46!8m2!3d6.1892807!4d100.3363323!16s%2Fg%2F11b7p_967l!19sChIJ0WEbfWVcSzARRn6idjDqP98?authuser=0&hl=en&rclk=1,7 am-12 pm,"K363, Kampung Gunung Hulu, 06570 Alor Setar, Kedah","[""thu""]","{""latitude"": 6.189280699999999, ""longitude"": 100.3363323, ""gmaps_link"": ""https://www.google.com/maps/place/Pekan+Nat+%E2%80%A2+Pasar+Pagi+%E2%80%A2+Gunung+Keriang/data=!4m7!3m6!1s0x304b5c657d1b61d1:0xdf3fea3076a27e46!8m2!3d6.1892807!4d100.3363323!16s%2Fg%2F11b7p_967l!19sChIJ0WEbfWVcSzARRn6idjDqP98?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""07:00"", ""end"": ""12:00""}]}]"
"Pasar Malam Kg Tok Elong, Selasa","https://www.google.com/maps/place/Pasar+Malam+KG+Tok+Elong,+Selasa/data=!4m7!3m6!1s0x304ac8cb2927f289:0xcd080ff39d413151!8m2!3d5.386727!4d100.464885!16s%2Fg%2F1pztvfpfv!19sChIJifInKcvISjARUTFBnfMPCM0?authuser=0&hl=en&rclk=1",,"Kampung Tok Elong, 14000 Bukit Mertajam, Penang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.386727, ""longitude"": 100.464885, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+KG+Tok+Elong,+Selasa/data=!4m7!3m6!1s0x304ac8cb2927f289:0xcd080ff39d413151!8m2!3d5.386727!4d100.464885!16s%2Fg%2F1pztvfpfv!19sChIJifInKcvISjARUTFBnfMPCM0?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Permatang Sintok,https://www.google.com/maps/place/Pasar+Malam+Permatang+Sintok/data=!4m7!3m6!1s0x304ada57c93d8e47:0x5bd9ba5792fe2c38!8m2!3d5.5132415!4d100.4036051!16s%2Fg%2F11gdtkbbdg!19sChIJR449yVfaSjAROCz-kle62Vs?authuser=0&hl=en&rclk=1,6-10 pm,"Kampung Permatang Sintok, 13100 Penaga, Penang","[""fri""]","{""latitude"": 5.5132414999999995, ""longitude"": 100.4036051, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Permatang+Sintok/data=!4m7!3m6!1s0x304ada57c93d8e47:0x5bd9ba5792fe2c38!8m2!3d5.5132415!4d100.4036051!16s%2Fg%2F11gdtkbbdg!19sChIJR449yVfaSjAROCz-kle62Vs?authuser=0&hl=en&rclk=1""}","[{""days"": [""fri""], ""times"": [{""start"": ""18:00"", ""end"": ""22:00""}]}]"
Pasar Malam Relau,https://www.google.com/maps/place/Pasar+Malam+Relau/data=!4m7!3m6!1s0x304ac1cf8677f0a7:0xe78c2798f72451be!8m2!3d5.3382295!4d100.2788982!16s%2Fg%2F1pzq4r_lm!19sChIJp_B3hs_BSjARvlEk95gnjOc?authuser=0&hl=en&rclk=1,,"Persiaran Paya Terubong 1, Desa Ria, 11900 Bayan Lepas, Penang","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.3382295, ""longitude"": 100.2788982, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Relau/data=!4m7!3m6!1s0x304ac1cf8677f0a7:0xe78c2798f72451be!8m2!3d5.3382295!4d100.2788982!16s%2Fg%2F1pzq4r_lm!19sChIJp_B3hs_BSjARvlEk95gnjOc?authuser=0&hl=en&rclk=1""}",[]
"Pasar Malam Desa Mawar, Farlim / Jalan Thean Teik","https://www.google.com/maps/place/Pasar+Malam+Desa+Mawar,+Farlim+%2F+Jalan+Thean+Teik/data=!4m7!3m6!1s0x304ac3385406a15d:0x1941254dfa6e5213!8m2!3d5.3998669!4d100.2900632!16s%2Fg%2F11srs8vtzl!19sChIJXaEGVDjDSjARE1Ju-k0lQRk?authuser=0&hl=en&rclk=1",4-10 pm,"1, Thean Tek Hwy, Farlim, 11500 Air Itam, Penang","[""thu""]","{""latitude"": 5.3998669, ""longitude"": 100.29006319999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Desa+Mawar,+Farlim+%2F+Jalan+Thean+Teik/data=!4m7!3m6!1s0x304ac3385406a15d:0x1941254dfa6e5213!8m2!3d5.3998669!4d100.2900632!16s%2Fg%2F11srs8vtzl!19sChIJXaEGVDjDSjARE1Ju-k0lQRk?authuser=0&hl=en&rclk=1""}","[{""days"": [""thu""], ""times"": [{""start"": ""16:00"", ""end"": ""22:00""}]}]"
Pasar Malam Rabu Bandar Baharu,https://www.google.com/maps/place/Pasar+Malam+Rabu+Bandar+Baharu/data=!4m7!3m6!1s0x304aaddf203451e1:0xb399cbaf38ba8b56!8m2!3d5.1302132!4d100.4945401!16s%2Fg%2F1pzyf39gc!19sChIJ4VE0IN-tSjARVou6OK_LmbM?authuser=0&hl=en&rclk=1,4:30-7 pm,"34950 Bandar Baharu, Kedah","[""wed""]","{""latitude"": 5.1302132, ""longitude"": 100.4945401, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Rabu+Bandar+Baharu/data=!4m7!3m6!1s0x304aaddf203451e1:0xb399cbaf38ba8b56!8m2!3d5.1302132!4d100.4945401!16s%2Fg%2F1pzyf39gc!19sChIJ4VE0IN-tSjARVou6OK_LmbM?authuser=0&hl=en&rclk=1""}","[{""days"": [""wed""], ""times"": [{""start"": ""16:30"", ""end"": ""19:00""}]}]"
Cion Hahaha Enterprise,https://www.google.com/maps/place/Cion+hahaha+enterprise/data=!4m7!3m6!1s0x304b43c915529b35:0xfbce6e5b8c742c6!8m2!3d6.0821685!4d100.3032654!16s%2Fg%2F11fv8yb_j5!19sChIJNZtSFclDSzARxkLHuOXmvA8?authuser=0&hl=en&rclk=1,,"1174 Taman Bersatu, Jalan Taman Sepakat, Pekan Kuala Kedah, 06600 Alor Setar, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 6.0821685, ""longitude"": 100.3032654, ""gmaps_link"": ""https://www.google.com/maps/place/Cion+hahaha+enterprise/data=!4m7!3m6!1s0x304b43c915529b35:0xfbce6e5b8c742c6!8m2!3d6.0821685!4d100.3032654!16s%2Fg%2F11fv8yb_j5!19sChIJNZtSFclDSzARxkLHuOXmvA8?authuser=0&hl=en&rclk=1""}",[]
Pasar Malam Taman Bagan,https://www.google.com/maps/place/Pasar+Malam+Taman+Bagan/data=!4m7!3m6!1s0x304ac447dc701f1b:0x7713b2999bf1687a!8m2!3d5.410132!4d100.3832713!16s%2Fg%2F11bw4rznvg!19sChIJGx9w3EfESjARemjxm5myE3c?authuser=0&hl=en&rclk=1,4-8:45 pm,"38, Jalan Bagan 23, Taman Bagan, 13400 Butterworth, Pulau Pinang","[""tue""]","{""latitude"": 5.410132, ""longitude"": 100.38327129999999, ""gmaps_link"": ""https://www.google.com/maps/place/Pasar+Malam+Taman+Bagan/data=!4m7!3m6!1s0x304ac447dc701f1b:0x7713b2999bf1687a!8m2!3d5.410132!4d100.3832713!16s%2Fg%2F11bw4rznvg!19sChIJGx9w3EfESjARemjxm5myE3c?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""16:00"", ""end"": ""20:45""}]}]"
Tasek Gelugor Night Market,https://www.google.com/maps/place/Tasek+Gelugor+Night+Market/data=!4m7!3m6!1s0x304ad17cd61dcedf:0x7990f23115b5cad7!8m2!3d5.482114!4d100.4945209!16s%2Fg%2F11h3fszf5c!19sChIJ384d1nzRSjAR18q1FTHykHk?authuser=0&hl=en&rclk=1,5 pm-12 am,"Taman Sepadu, 13100 Tasek Gelugor, Penang","[""tue""]","{""latitude"": 5.482114, ""longitude"": 100.4945209, ""gmaps_link"": ""https://www.google.com/maps/place/Tasek+Gelugor+Night+Market/data=!4m7!3m6!1s0x304ad17cd61dcedf:0x7990f23115b5cad7!8m2!3d5.482114!4d100.4945209!16s%2Fg%2F11h3fszf5c!19sChIJ384d1nzRSjAR18q1FTHykHk?authuser=0&hl=en&rclk=1""}","[{""days"": [""tue""], ""times"": [{""start"": ""17:00"", ""end"": ""00:00""}]}]"
"Tapak Pasar Malam Jeneri, Sik","https://www.google.com/maps/place/Tapak+Pasar+Malam+Jeneri,+Sik/data=!4m7!3m6!1s0x31b4cb002c149a77:0xa07bf1f4abc8faee!8m2!3d5.9060535!4d100.6505126!16s%2Fg%2F11l_0dyz6y!19sChIJd5oULADLtDER7vrIq_Txe6A?authuser=0&hl=en&rclk=1",,"Kampung Tok Aris, 08210 Jeniang, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.9060535, ""longitude"": 100.6505126, ""gmaps_link"": ""https://www.google.com/maps/place/Tapak+Pasar+Malam+Jeneri,+Sik/data=!4m7!3m6!1s0x31b4cb002c149a77:0xa07bf1f4abc8faee!8m2!3d5.9060535!4d100.6505126!16s%2Fg%2F11l_0dyz6y!19sChIJd5oULADLtDER7vrIq_Txe6A?authuser=0&hl=en&rclk=1""}",[]
Kacang Kuda Pedas,https://www.google.com/maps/place/Kacang+kuda+pedas/data=!4m7!3m6!1s0x304b4398483d88c3:0xbf994986b1f6ff73!8m2!3d6.0821247!4d100.3032082!16s%2Fg%2F11fv94fy3w!19sChIJw4g9SJhDSzARc__2sYZJmb8?authuser=0&hl=en&rclk=1,,"1174, Jalan Taman Sepakat, Taman Bersatu, 06600 Kuala Kedah, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 6.0821247, ""longitude"": 100.3032082, ""gmaps_link"": ""https://www.google.com/maps/place/Kacang+kuda+pedas/data=!4m7!3m6!1s0x304b4398483d88c3:0xbf994986b1f6ff73!8m2!3d6.0821247!4d100.3032082!16s%2Fg%2F11fv94fy3w!19sChIJw4g9SJhDSzARc__2sYZJmb8?authuser=0&hl=en&rclk=1""}",[]
Kedai Kraf Mughesyen,https://www.google.com/maps/place/Kedai+Kraf+Mughesyen/data=!4m7!3m6!1s0x304b2eb80a0f4d01:0x4ebc52104996f258!8m2!3d5.7279874!4d100.5109328!16s%2Fg%2F11c577p2sc!19sChIJAU0PCrguSzARWPKWSRBSvE4?authuser=0&hl=en&rclk=1,7 am-2 pm,"Bedong, 08100 Bedong, Kedah","[""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""]","{""latitude"": 5.7279874, ""longitude"": 100.51093279999999, ""gmaps_link"": ""https://www.google.com/maps/place/Kedai+Kraf+Mughesyen/data=!4m7!3m6!1s0x304b2eb80a0f4d01:0x4ebc52104996f258!8m2!3d5.7279874!4d100.5109328!16s%2Fg%2F11c577p2sc!19sChIJAU0PCrguSzARWPKWSRBSvE4?authuser=0&hl=en&rclk=1""}","[{""days"": [""mon"", ""tue"", ""wed"", ""thu"", ""fri"", ""sat"", ""sun""], ""times"": [{""start"": ""07:00"", ""end"": ""14:00""}]}]"
